scheme_name,state_ministry,description,tag_1,tag_2,tag_3,tag_4,tag_5,tag_6,tags,combined_text,scheme_link
Solar Water Pumping System,Haryana,"The scheme ""Solar Water Pumping System"" by the Renewable Energy Department, Government of Haryana aims to encourage the adoption of renewable energy for irrigation. Through this scheme, solar water pumps are provided at a 75% subsidy to eligible farmers and institutions for irrigation need",Micro Irrigation,Renewable Energy,Solar Irrigation,Solar Water Pump,,,"Micro Irrigation, Renewable Energy, Solar Irrigation, Solar Water Pump","Solar Water Pumping System Haryana The scheme ""Solar Water Pumping System"" by the Renewable Energy Department, Government of Haryana aims to encourage the adoption of renewable energy for irrigation. Through this scheme, solar water pumps are provided at a 75% subsidy to eligible farmers and institutions for irrigation need Micro Irrigation, Renewable Energy, Solar Irrigation, Solar Water Pump",https://www.myscheme.gov.in/schemes/sswps
Special Livestock Insurance Scheme,Haryana,"""Special Livestock Insurance Scheme"" is a welfare initiative targeting SC families engaged in livestock rearing. The scheme provides free insurance for livestock, enhancing the economic security of resource-poor SC families. The scheme covers milch animals, sheep, goats, pigs, camels, etc;",Animal,Employment,Goat,Insurance,Liverstock,Scheduled Caste,"Animal, Employment, Goat, Insurance, Liverstock, Scheduled Caste","Special Livestock Insurance Scheme Haryana ""Special Livestock Insurance Scheme"" is a welfare initiative targeting SC families engaged in livestock rearing. The scheme provides free insurance for livestock, enhancing the economic security of resource-poor SC families. The scheme covers milch animals, sheep, goats, pigs, camels, etc; Animal, Employment, Goat, Insurance, Liverstock, Scheduled Caste",https://www.myscheme.gov.in/schemes/slisc
"Spices Development Ginger, Turmeric, Black Pepper, Cardamom, Coriander, Cinnamon and Chillies",Meghalaya,The objective of the scheme is to encourage farmers to produce good quality and diseased-free planting materials and to grow improved varieties of high-yielding spices.,Black Pepper,Cardamom,Chillies,Cinnamon,Coriander,Farmer,"Black Pepper, Cardamom, Chillies, Cinnamon, Coriander, Farmer","Spices Development Ginger, Turmeric, Black Pepper, Cardamom, Coriander, Cinnamon and Chillies Meghalaya The objective of the scheme is to encourage farmers to produce good quality and diseased-free planting materials and to grow improved varieties of high-yielding spices. Black Pepper, Cardamom, Chillies, Cinnamon, Coriander, Farmer",https://www.myscheme.gov.in/schemes/sdgtbpcccc
State Goat Entrepreneurship Development Scheme,Chhattisgarh,"The ""State Goat Entrepreneurship Development Scheme"", initiated by the Animal Husbandry Department of Chhattisgarh, aims to promote goat farming as a sustainable livelihood option. Goat rearing has been a traditional occupation, and with increasing demand for milk and meat.",Agriculture,Animal,Financial Assistance,Goat,,,"Agriculture, Animal, Financial Assistance, Goat","State Goat Entrepreneurship Development Scheme Chhattisgarh The ""State Goat Entrepreneurship Development Scheme"", initiated by the Animal Husbandry Department of Chhattisgarh, aims to promote goat farming as a sustainable livelihood option. Goat rearing has been a traditional occupation, and with increasing demand for milk and meat. Agriculture, Animal, Financial Assistance, Goat",https://www.myscheme.gov.in/schemes/sgeds
State Government Share Capital Contribution to Co.operative Sugar Factories (Normal Area) (Tribal Area),Gujarat,"This scheme has been introduced by the Agriculture, Farmers Welfare and Cooperation Department, Gujarat. It aims to provide financial assistance in the form of a 30% share capital contribution by the State Government for setting up new sugar cooperative factories in Gujarat.",Agriculture,Sugar Co-operatives Factories,,,,,"Agriculture, Sugar Co-operatives Factories","State Government Share Capital Contribution to Co.operative Sugar Factories (Normal Area) (Tribal Area) Gujarat This scheme has been introduced by the Agriculture, Farmers Welfare and Cooperation Department, Gujarat. It aims to provide financial assistance in the form of a 30% share capital contribution by the State Government for setting up new sugar cooperative factories in Gujarat. Agriculture, Sugar Co-operatives Factories",https://www.myscheme.gov.in/schemes/sgsccs
State Millet Mission,Uttarakhand,"The mission aims to promote millet cultivation, ensure fair prices for farmers, and strengthen food security in the state. It seeks to support farmers, particularly in mountain districts, by procuring millet crops such as Mandua and Jhangora at the minimum support price through cooperative groups.",Farmer,Food Security,Jhangora,Mandua,Millet,,"Farmer, Food Security, Jhangora, Mandua, Millet","State Millet Mission Uttarakhand The mission aims to promote millet cultivation, ensure fair prices for farmers, and strengthen food security in the state. It seeks to support farmers, particularly in mountain districts, by procuring millet crops such as Mandua and Jhangora at the minimum support price through cooperative groups. Farmer, Food Security, Jhangora, Mandua, Millet",https://www.myscheme.gov.in/schemes/smm
State Rice Mission Scheme,Meghalaya,"The objective of the scheme is to increase productivity and production of rice through improved technologies and extension methods and, to supply the quality/certified seeds/organic fertilizers at 50% subsidy.",Agriculture,Farmer,Rice,Subsidy,Training,,"Agriculture, Farmer, Rice, Subsidy, Training","State Rice Mission Scheme Meghalaya The objective of the scheme is to increase productivity and production of rice through improved technologies and extension methods and, to supply the quality/certified seeds/organic fertilizers at 50% subsidy. Agriculture, Farmer, Rice, Subsidy, Training",https://www.myscheme.gov.in/schemes/srmsmeghalaya
Sthaniya Fasal Protsahan Karyakram,Uttarakhand,"The program aims to promote the cultivation of local crops, enhance productivity, ensure the use of quality seeds, and provide fair prices to farmers in the mountain districts of Uttarakhand.",Agriculture,Crop Promotion Program,Farmer,Local Crop,Seed Production,Subsidy On Seed,"Agriculture, Crop Promotion Program, Farmer, Local Crop, Seed Production, Subsidy On Seed","Sthaniya Fasal Protsahan Karyakram Uttarakhand The program aims to promote the cultivation of local crops, enhance productivity, ensure the use of quality seeds, and provide fair prices to farmers in the mountain districts of Uttarakhand. Agriculture, Crop Promotion Program, Farmer, Local Crop, Seed Production, Subsidy On Seed",https://www.myscheme.gov.in/schemes/sfpk
Stipend Scheme For Poultry Farming Training For Divyang People,Gujarat,"The scheme “Stipend Scheme for Poultry Farming Training for Divyang People” was launched by the Department of Agriculture, Farmers Welfare & Co-operation, Government of Gujarat to raise the income of Divyang poultry farmers through scientific poultry farming training.",Cash Assistance,Divyang,Poultry Farming,Stipend,Training,,"Cash Assistance, Divyang, Poultry Farming, Stipend, Training","Stipend Scheme For Poultry Farming Training For Divyang People Gujarat The scheme “Stipend Scheme for Poultry Farming Training for Divyang People” was launched by the Department of Agriculture, Farmers Welfare & Co-operation, Government of Gujarat to raise the income of Divyang poultry farmers through scientific poultry farming training. Cash Assistance, Divyang, Poultry Farming, Stipend, Training",https://www.myscheme.gov.in/schemes/sspftdp
Stipend Scheme For Poultry Farming Training For Schedule Caste,Gujarat,"The scheme “Stipend Scheme for Poultry Farming Training for Schedule Caste” was launched by the Department of Agriculture, Farmers Welfare & Co-operation, Government of Gujarat to raise the income of poultry farmers of Scheduled Caste by scientific poultry farming training.",Cash Assistance,Poultry Farming,Schedule Caste,Stipend,Training,,"Cash Assistance, Poultry Farming, Schedule Caste, Stipend, Training","Stipend Scheme For Poultry Farming Training For Schedule Caste Gujarat The scheme “Stipend Scheme for Poultry Farming Training for Schedule Caste” was launched by the Department of Agriculture, Farmers Welfare & Co-operation, Government of Gujarat to raise the income of poultry farmers of Scheduled Caste by scientific poultry farming training. Cash Assistance, Poultry Farming, Schedule Caste, Stipend, Training",https://www.myscheme.gov.in/schemes/sspftsc
Stipend Scheme For Poultry Farming Training For Weaker Section,Gujarat,"The scheme “Stipend Scheme for Poultry Farming Training for Weaker Section” was launched by the Department of Agriculture, Farmers Welfare & Co-operation, Government of Gujarat to raise the income of poultry farmers by scientific poultry farming training.",Cash Assistance,Poultry Farming,Stipend,Training,Weaker Section,,"Cash Assistance, Poultry Farming, Stipend, Training, Weaker Section","Stipend Scheme For Poultry Farming Training For Weaker Section Gujarat The scheme “Stipend Scheme for Poultry Farming Training for Weaker Section” was launched by the Department of Agriculture, Farmers Welfare & Co-operation, Government of Gujarat to raise the income of poultry farmers by scientific poultry farming training. Cash Assistance, Poultry Farming, Stipend, Training, Weaker Section",https://www.myscheme.gov.in/schemes/sspftws
Stipend Scheme For Scheduled Tribes - Poultry Training Stipend,Gujarat,"The scheme “Stipend Scheme for Scheduled Tribes - Poultry Training Stipend” was launched by the Department of Agriculture, Farmers Welfare & Co-operation, Government of Gujarat to raise the income of poultry farmers of Schedule Tribes through scientific poultry farming training.",Cash Assistance,Poultry Farming,Scheduled Tribe,Stipend,Training,,"Cash Assistance, Poultry Farming, Scheduled Tribe, Stipend, Training","Stipend Scheme For Scheduled Tribes - Poultry Training Stipend Gujarat The scheme “Stipend Scheme for Scheduled Tribes - Poultry Training Stipend” was launched by the Department of Agriculture, Farmers Welfare & Co-operation, Government of Gujarat to raise the income of poultry farmers of Schedule Tribes through scientific poultry farming training. Cash Assistance, Poultry Farming, Scheduled Tribe, Stipend, Training",https://www.myscheme.gov.in/schemes/ssst-pts
